scene_id,qx,qy,qz,qw,i,j,k,width,label
6535573e15e14430940a9439178e250d,0.4320904873046975,-0.5380262398576007,0.6878747478796354,-0.2250642291325048,29.860154427824792,20.15471193046498,10.530151332661612,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.0368357206572337,0.7017763132703608,0.7105232869535324,-0.0361910833365209,25.493577275601996,23.895267564847554,9.976212141436879,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.5322164446261842,-0.7896544582902922,0.1614273731286368,0.2590997795763574,15.062199075747664,25.168996871760143,17.62607746193894,6.698175047322878,1
6535573e15e14430940a9439178e250d,-0.0271851516940796,-0.9668172629297404,0.2244335566504367,0.1189744774212114,18.226880703264385,23.859009751925424,13.38314610601809,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.1957502636231655,-0.7195310318966458,0.437825421576856,-0.5022607178052626,22.66764695467521,19.94162805480677,8.798088885312545,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.3088592925205031,-0.9509761037580382,-0.0074006268049155,-0.0139863586329543,32.13861436642234,26.804408273058687,19.635352826238876,6.186267096543012,1
6535573e15e14430940a9439178e250d,-0.0107045495278497,-0.9294808539281764,0.367718901714671,0.0270843889004334,23.55029580181066,26.090020558525087,13.332099804476718,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.1402538981629521,-0.8276415490728324,-0.45823702988215,0.2921594337741025,24.494816186821154,7.677299630639878,10.058766853119051,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.011580434503271,0.702845923063805,0.7111558538295735,0.0114391229224075,24.392493453568648,20.600601199347008,8.127869551630479,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0283382897185652,-0.9705781674316684,-0.1818958649028278,0.1552058522481135,24.175662640183262,12.946810136416238,16.013099611044115,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.6191723808155616,-0.2996869705611115,0.7111902349057243,0.1449887315822624,36.84109124313356,18.879276421829744,7.351777562920971,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.0456114895763622,-0.6884328506509378,0.7225784072652885,0.0431305867941513,31.26858817532134,31.56570005375514,12.448423136794665,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0001112467146982,-0.999886850450026,0.0096205339901172,-0.0115637038634271,30.5086711398787,16.826120927954793,11.831857248484932,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.7093574071517409,-0.3151615962507442,-0.6302923193847904,0.0147251245218345,36.3914230823501,25.70754245769806,14.489488142829943,7.765077447728132,1
6535573e15e14430940a9439178e250d,-0.1824499513166592,-0.6995984672799193,-0.3875102016653127,-0.5719351741670075,21.783480769655235,14.33759710750289,9.415943649678518,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.0977986273432132,-0.7167389987626545,-0.1982025242682244,-0.6613897455481108,23.99025904517405,26.879081302775393,12.020141963450971,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.2469691711462295,-0.8774074775078635,-0.0294943190632402,0.4102346061214585,21.478839734461395,22.264726290399636,17.853805702633665,2.7728906170217993,1
6535573e15e14430940a9439178e250d,-0.0115927588584897,-0.9168836534662714,0.3980899592176453,0.0267274824569159,25.173927802446233,33.43205565595739,12.926128437932638,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0145292283904336,-0.9844581936365342,-0.1427173430759592,0.1013051158116401,19.86654545470145,12.544221300122183,13.77530947644249,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.2034223544941149,-0.7140592853179436,0.4619096950012678,-0.4851578262865952,22.362175155161047,21.59874374565985,9.520563589438744,10.666666666666664,0
6535573e15e14430940a9439178e250d,3.163560827112687e-05,-0.9999328960350682,0.00281541012579,-0.0112372546439712,32.51469810175883,18.496317994708022,11.555829027529944,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.4842266354119186,-0.5047109579158751,0.6791138845589956,-0.2227010245070372,23.943803162705276,22.51256898029321,8.376924344246586,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.6742014680437136,-0.5843978088935642,-0.1087892302256302,-0.4382881299271264,12.51375736278189,19.066527105214448,16.970689930453798,5.494212101217079,1
6535573e15e14430940a9439178e250d,-0.1413897089455076,-0.7295277306141829,0.6459267760676956,0.1748623470848376,32.792768688502484,18.868681566573102,9.490326173209343,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0844943913257719,-0.9026310015828132,-0.3517799647236652,0.2331712444430305,24.78179186034685,9.002253055857159,13.897957017744064,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.1932000309573919,-0.7455670002536379,-0.4655727895721959,0.4359421679315028,22.96276200786953,20.16267297971933,11.83559998443841,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.5527538413524342,-0.7976283603852601,0.1229385560990394,0.207697619157113,15.731803539320396,24.064495935938673,17.015293819356756,6.529449734162558,1
6535573e15e14430940a9439178e250d,0.0124748420054415,-0.7896630631168706,-0.0257593325767099,0.6128728105006969,22.330389747857755,17.987605356714997,10.94827222043553,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.1509907814438984,-0.7572841297099843,0.5982779291274001,0.2139767518385641,34.2020939688333,35.004900868664166,10.533393535499425,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.2290354153962298,-0.6751455793705224,-0.602765994049643,0.3583216175003453,37.67935785851077,22.11668207306054,14.603201934085797,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0470969575188773,-0.7141134362859201,0.0944517917938197,-0.6920279876820858,18.586363954536647,28.663347205453153,8.557060059984344,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0140887720084667,-0.9856964859889012,-0.1171650354771198,0.1203174903082293,20.08310294052649,13.91241251986693,10.071394474716211,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.0653966277061049,-0.706777875370571,0.1313940907992651,0.6920432854051582,27.792285740057675,28.617265785174393,8.509388536058438,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.1489325196276129,-0.7744631676598779,0.5715903887566685,0.2265178448083051,32.96292420524258,18.601474361596903,11.764176978695478,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.264786405400518,-0.9191812086094538,0.2176218901488066,0.1939968509600012,13.496120273304744,24.880552889085582,16.99993713007909,3.1826312952039726,1
6535573e15e14430940a9439178e250d,-0.0094945850154175,-0.9233434373889976,0.3831742841317472,0.022895795818842,24.59937318592725,28.725454798939406,12.247620081256358,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.0899346679469228,-0.8647120425067533,-0.4611408190403773,-0.1775781069271939,14.34260102029409,16.240767136209357,14.517917442034744,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.1389260197533273,-0.798876836081489,-0.5384150869307656,-0.2293568311022457,12.685426186309703,16.728214587020048,10.800326739089265,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.4239990232753185,-0.5578679865101456,0.6747686484646286,-0.2317226983657633,23.017045834642996,32.70100586462463,9.71888359451453,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.1398319754019972,-0.828211814522194,-0.4576730032871518,-0.2916292697984017,29.364301133223368,11.850358010110812,13.371254433628303,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0131051734727439,-0.9856350602297912,0.1405383767197223,-0.0927402131928247,17.585352111748808,18.08442623919658,13.652560124741784,10.666666666666664,0
6535573e15e14430940a9439178e250d,-0.2160497032810805,-0.7075172192697385,-0.5529300311314815,-0.3834192102932672,11.923400890507384,11.471764763000904,9.015164753865346,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.0725991742836633,0.6857948510122263,0.7209868632487091,0.0677696483776921,21.839318637494717,22.54335316454905,11.085790311083038,10.666666666666664,0
6535573e15e14430940a9439178e250d,0.008840761879825,-0.9204829908986396,0.3901246742942745,-0.0208720603311024,25.519782935251154,34.47695157315666,13.306287656080105,10.666666666666664,0
